City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Kaspiysk,RU,2022-05-03 02:48:39,42.8816,47.6392,51.98,87,20,7.0
297,Arraial Do Cabo,BR,2022-05-03 02:48:40,-22.9661,-42.0278,75.85,87,5,7.72
298,Hithadhoo,MV,2022-05-03 02:48:40,-0.6,73.0833,82.54,80,100,17.69
299,Yining,CN,2022-05-03 02:48:41,29.0361,114.5636,76.96,42,22,0.92
300,Barguzin,RU,2022-05-03 02:48:41,53.6167,109.6167,58.17,52,87,7.0
301,Hambantota,LK,2022-05-03 02:48:42,6.1241,81.1185,80.94,100,75,12.03
302,Waddan,LY,2022-05-03 02:48:42,29.1614,16.139,58.42,64,5,3.58
303,Jaguaribe,BR,2022-05-03 02:48:43,-5.8906,-38.6219,73.62,90,58,3.24
304,Pingliang,CN,2022-05-03 02:48:43,35.5392,106.6861,68.16,20,0,9.1
305,Takaka,NZ,2022-05-03 02:48:44,-40.85,172.8,68.56,68,80,2.75
306,Umtata,ZA,2022-05-03 02:48:44,-31.5889,28.7844,52.18,76,0,5.01
307,Lamballe,FR,2022-05-03 02:48:45,48.4676,-2.5144,52.36,94,96,1.99
308,Esperance,AU,2022-05-03 02:48:45,-33.8667,121.9,64.24,65,100,17.98
309,Cermik,TR,2022-05-03 02:48:46,38.1361,39.4493,59.07,62,100,1.45
310,Diego De Almagro,CL,2022-05-03 02:48:46,-26.3667,-70.05,56.44,48,0,1.3
311,Tabou,CI,2022-05-03 02:48:47,4.423,-7.3528,79.79,81,90,4.79
312,Acapulco,MX,2022-05-03 02:48:48,16.8634,-99.8901,79.77,61,23,4.61
313,Kaeo,NZ,2022-05-03 02:48:48,-35.1,173.7833,68.32,73,100,9.22
314,Meulaboh,ID,2022-05-03 02:48:49,4.1363,96.1285,74.64,97,100,4.85
315,Bonito,BR,2022-05-03 02:48:49,-21.1211,-56.4819,75.88,67,97,3.02
316,Atambua,ID,2022-05-03 02:48:50,-9.1061,124.8925,84.51,59,22,2.35
317,Novozybkov,RU,2022-05-03 02:48:50,52.5396,31.9275,43.59,96,19,6.08
318,Melegnano,IT,2022-05-03 02:48:51,45.3588,9.324,60.66,75,0,4.61
319,Sorkjosen,NO,2022-05-03 02:48:51,69.8,20.9333,28.4,74,75,4.61
320,El Cobre,CU,2022-05-03 02:48:52,20.0489,-75.9469,78.24,89,40,4.61
321,Ballina,AU,2022-05-03 02:49:52,-28.8667,153.5667,65.01,100,75,5.75
322,Yeppoon,AU,2022-05-03 02:49:53,-23.1333,150.7333,82.18,74,69,16.17
323,Camopi,GF,2022-05-03 02:49:53,3.1655,-52.3158,72.39,100,95,0.67
324,Ayan,RU,2022-05-03 02:49:54,56.45,138.1667,30.72,97,100,11.23
325,Whakatane,NZ,2022-05-03 02:49:55,-37.9585,176.9854,69.66,71,98,3.53
326,Mumford,GH,2022-05-03 02:49:55,5.2618,-0.759,79.65,83,59,4.65
327,Sagaing,MM,2022-05-03 02:49:56,21.8787,95.9797,82.58,69,75,3.44
328,Gamba,GA,2022-05-03 02:49:56,-2.65,10.0,77.02,91,100,3.27
329,Kumluca,TR,2022-05-03 02:49:57,36.3703,30.2869,65.08,68,55,5.12
330,Aden,YE,2022-05-03 02:49:57,12.7794,45.0367,83.88,75,9,6.4
331,Marystown,CA,2022-05-03 02:49:58,47.1666,-55.1483,45.86,100,100,1.01
332,Terre-De-Bas,GP,2022-05-03 02:49:58,15.8501,-61.6442,76.51,77,72,19.86
333,Vestmannaeyjar,IS,2022-05-03 02:49:59,63.4427,-20.2734,43.61,86,100,9.62
334,Marevo,RU,2022-05-03 02:50:00,57.3146,32.0804,42.04,77,100,9.71
335,Dudinka,RU,2022-05-03 02:50:00,69.4058,86.1778,15.62,91,84,1.81
336,Eyl,SO,2022-05-03 02:50:01,7.9803,49.8164,83.32,75,55,7.38
337,Torbay,CA,2022-05-03 02:50:02,47.6666,-52.7314,39.76,94,75,11.5
338,Varzea Da Palma,BR,2022-05-03 02:50:02,-17.5981,-44.7308,68.2,51,53,0.76
339,Samarai,PG,2022-05-03 02:50:03,-10.6167,150.6667,82.99,73,20,7.31
340,Datong,CN,2022-05-03 02:50:03,40.0936,113.2914,74.21,9,7,18.21
341,Canico,PT,2022-05-03 02:50:04,32.6333,-16.85,64.0,79,40,12.66
342,Klaksvik,FO,2022-05-03 02:50:05,62.2266,-6.589,40.12,75,100,14.03
343,Ambilobe,MG,2022-05-03 02:50:05,-13.2,49.05,69.28,93,10,3.24
344,Conceicao Do Araguaia,BR,2022-05-03 02:50:06,-8.2578,-49.2647,74.64,79,100,1.83
345,Madang,PG,2022-05-03 02:50:06,-5.2246,145.7966,83.95,77,36,5.3
346,Marstal,DK,2022-05-03 02:50:08,54.8562,10.5173,48.11,87,97,16.6
347,Richards Bay,ZA,2022-05-03 02:50:08,-28.783,32.0377,61.65,90,19,5.44
348,Shibata,JP,2022-05-03 02:50:09,37.95,139.3333,57.07,51,20,18.41
349,Mamakan,RU,2022-05-03 02:50:09,57.8161,114.0028,29.61,92,100,3.85
350,Eugene,US,2022-05-03 02:46:37,44.0521,-123.0867,50.02,91,100,8.99
351,Aksha,RU,2022-05-03 02:50:10,50.2814,113.2867,73.24,19,99,6.93
352,Krasnoselkup,RU,2022-05-03 02:50:11,65.7,82.4667,25.74,90,100,11.99
353,Keetmanshoop,NA,2022-05-03 02:50:11,-26.5833,18.1333,62.49,41,37,8.52
354,Mangrol,IN,2022-05-03 02:50:12,21.1167,70.1167,83.98,78,1,10.87
355,Sherlovaya Gora,RU,2022-05-03 02:50:12,50.5667,116.25,61.5,30,100,18.52
356,Prieska,ZA,2022-05-03 02:50:13,-29.6641,22.7474,61.03,49,0,4.72
357,Souillac,MU,2022-05-03 02:50:14,-20.5167,57.5167,73.78,100,75,0.0
358,East London,ZA,2022-05-03 02:50:14,-33.0153,27.9116,61.48,63,21,7.05
359,Plastun,RU,2022-05-03 02:50:15,44.7561,136.2939,52.05,62,100,2.42
360,Lunenburg,CA,2022-05-03 02:50:16,44.3835,-64.3155,44.65,76,1,2.3
361,Goderich,CA,2022-05-03 02:50:16,43.7501,-81.7165,50.32,76,100,4.61
362,Itoman,JP,2022-05-03 02:48:20,26.1247,127.6694,73.78,60,75,16.11
363,Manicore,BR,2022-05-03 02:50:17,-5.8092,-61.3003,72.99,99,100,1.97
364,Poum,NC,2022-05-03 02:50:17,-20.2333,164.0167,78.94,76,0,10.83
365,Fukue,JP,2022-05-03 02:50:18,32.6881,128.8419,66.56,55,0,8.05
366,Grindavik,IS,2022-05-03 02:50:19,63.8424,-22.4338,43.27,93,100,8.05
367,Gutierrez,CO,2022-05-03 02:51:19,4.2547,-74.0025,54.25,93,81,2.19
368,Athabasca,CA,2022-05-03 02:51:20,54.7169,-113.2854,37.81,94,100,6.71
369,Ardakan,IR,2022-05-03 02:51:20,32.31,54.0175,67.33,42,2,5.61
370,Gurupa,BR,2022-05-03 02:51:21,-1.405,-51.64,73.69,98,100,2.53
371,Hamilton,US,2022-05-03 02:51:21,39.1834,-84.5333,63.21,70,0,0.0
372,Cascais,PT,2022-05-03 02:51:22,38.6979,-9.4215,59.47,74,67,24.0
373,Santa Maria,BR,2022-05-03 02:51:22,-29.6842,-53.8069,56.5,94,75,8.05
374,Senador Jose Porfirio,BR,2022-05-03 02:51:23,-2.5908,-51.9542,74.05,96,92,1.32
375,Pemex,MX,2022-05-03 02:51:23,18.4395,-96.3461,82.72,68,67,4.65
376,Saint-Philippe,RE,2022-05-03 02:51:24,-21.3585,55.7679,72.99,81,10,4.88
377,Raudeberg,NO,2022-05-03 02:51:25,61.9875,5.1352,36.27,90,47,12.1
378,Basoko,CD,2022-05-03 02:51:25,1.2391,23.616,69.89,88,11,1.88
379,Omsukchan,RU,2022-05-03 02:51:26,62.5333,155.8,32.47,96,90,3.89
380,Amarante Do Maranhao,BR,2022-05-03 02:51:26,-5.5667,-46.7422,71.17,95,89,2.19
381,Yelnya,RU,2022-05-03 02:51:27,54.5786,33.1837,42.37,93,83,7.38
382,Soubre,CI,2022-05-03 02:51:27,5.7856,-6.6083,73.69,98,57,1.23
383,Timra,SE,2022-05-03 02:51:28,62.487,17.3257,35.28,55,0,17.27
384,Saint-Francois,FR,2022-05-03 02:51:28,46.4154,3.9054,46.67,100,0,2.3
385,Blackwater,AU,2022-05-03 02:51:29,-23.5833,148.8833,81.3,46,20,8.77
386,Cody,US,2022-05-03 02:51:29,44.5263,-109.0565,53.91,64,100,3.44
387,Ust-Kuyga,RU,2022-05-03 02:51:30,70.0167,135.6,23.05,92,100,7.49
388,Ponta Delgada,PT,2022-05-03 02:51:30,37.7333,-25.6667,63.5,82,40,4.61
389,Kasongo-Lunda,CD,2022-05-03 02:51:31,-6.4667,16.8167,68.27,96,95,1.12
390,Vila Do Maio,CV,2022-05-03 02:51:31,15.1333,-23.2167,70.59,85,54,15.7
391,Ilulissat,GL,2022-05-03 02:48:02,69.2167,-51.1,23.02,63,100,0.0
392,Delmas,HT,2022-05-03 02:51:32,18.5447,-72.3028,79.52,65,9,13.8
393,Beyneu,KZ,2022-05-03 02:51:33,45.3167,55.2,62.71,41,16,2.33
394,Tateyama,JP,2022-05-03 02:51:33,34.9833,139.8667,59.04,59,14,9.17
395,Baiyin,CN,2022-05-03 02:51:34,36.5583,104.2081,63.88,15,0,14.54
396,Seddon,AU,2022-05-03 02:51:34,-37.8068,144.8916,70.83,55,75,21.85
397,Nome,US,2022-05-03 02:51:35,64.5011,-165.4064,35.67,48,0,14.97
398,Miramar,US,2022-05-03 02:51:35,25.9873,-80.2323,79.02,78,20,12.66
399,Coquimbo,CL,2022-05-03 02:47:02,-29.9533,-71.3436,59.86,73,0,1.63
400,Mariinsk,RU,2022-05-03 02:51:36,56.2139,87.7472,48.29,51,65,9.69
401,Krasnokamensk,RU,2022-05-03 02:51:36,50.0979,118.0369,57.56,39,100,12.93
402,Puerto Del Rosario,ES,2022-05-03 02:51:37,28.5004,-13.8627,64.15,72,40,12.66
403,Villarrobledo,ES,2022-05-03 02:51:38,39.2699,-2.6012,49.86,89,85,9.13
404,Vanimo,PG,2022-05-03 02:51:38,-2.6741,141.3028,85.77,67,41,5.95
405,Port Hedland,AU,2022-05-03 02:51:39,-20.3167,118.5667,91.45,38,0,13.8
406,Alofi,NU,2022-05-03 02:50:44,-19.0595,-169.9187,82.29,78,75,5.75
407,Colac,AU,2022-05-03 02:51:39,-38.3333,143.5833,66.16,48,10,15.66
408,Slobodskoy,RU,2022-05-03 02:51:40,58.7322,50.1772,38.95,79,23,7.36
409,Sayyan,YE,2022-05-03 02:51:40,15.1718,44.3244,61.14,28,4,1.52
410,Majene,ID,2022-05-03 02:51:41,-3.5403,118.9707,84.92,70,71,6.76
411,Oriximina,BR,2022-05-03 02:51:41,-1.7656,-55.8661,74.66,94,99,1.59
412,Auki,SB,2022-05-03 02:51:42,-8.7676,160.7034,86.4,63,83,4.05
413,Novokizhinginsk,RU,2022-05-03 02:51:42,51.6115,109.5917,70.99,20,79,4.45
414,Quelimane,MZ,2022-05-03 02:51:43,-17.8786,36.8883,71.55,94,75,3.44
415,Port Hawkesbury,CA,2022-05-03 02:52:44,45.6169,-61.3485,36.18,92,100,9.22
416,Balkanabat,TM,2022-05-03 02:52:44,39.5108,54.3671,62.24,83,100,4.23
417,Pori,FI,2022-05-03 02:52:06,61.4833,21.7833,37.47,70,0,16.11
418,Port Said,EG,2022-05-03 02:51:36,31.2565,32.2841,71.2,59,4,13.73
419,Yantal,RU,2022-05-03 02:52:45,56.8471,105.2542,48.13,80,93,16.51
420,Arandis,NA,2022-05-03 02:52:46,-22.4167,14.9667,73.78,27,2,11.99
421,Tuatapere,NZ,2022-05-03 02:52:46,-46.1333,167.6833,64.06,61,14,3.56
422,Khovu-Aksy,RU,2022-05-03 02:52:47,51.1333,93.6,52.77,65,88,5.23
423,Praya,CV,2022-05-03 02:48:17,14.9215,-23.5087,70.34,78,67,11.5
424,Yumen,CN,2022-05-03 02:52:48,40.2833,97.2,72.79,6,2,8.03
425,Maniitsoq,GL,2022-05-03 02:52:48,65.4167,-52.9,25.12,96,100,8.41
426,Cap Malheureux,MU,2022-05-03 02:52:49,-19.9842,57.6142,74.46,79,1,11.43
427,Terrace,CA,2022-05-03 02:52:49,54.5163,-128.6035,53.51,62,75,18.41
428,Aguimes,ES,2022-05-03 02:52:50,27.9054,-15.4461,63.66,68,75,19.57
429,Vao,NC,2022-05-03 02:52:50,-22.6667,167.4833,76.15,86,27,9.19
430,Svetlyy,RU,2022-05-03 02:52:51,54.675,20.1347,37.45,87,84,10.27
431,Lyaskelya,RU,2022-05-03 02:52:51,61.7667,31.0167,35.55,77,25,11.86
432,Husavik,IS,2022-05-03 02:52:52,66.0449,-17.3389,33.84,95,100,3.33
433,Antofagasta,CL,2022-05-03 02:51:10,-23.65,-70.4,60.08,77,36,5.48
434,Havoysund,NO,2022-05-03 02:52:52,70.9963,24.6622,28.63,72,100,14.76
435,Ondjiva,AO,2022-05-03 02:52:53,-17.0667,15.7333,58.71,64,1,6.15
436,Churapcha,RU,2022-05-03 02:52:53,62.0025,132.4325,31.82,57,100,8.55
437,Swellendam,ZA,2022-05-03 02:52:54,-34.0226,20.4417,61.57,51,94,3.27
438,El Centro,US,2022-05-03 02:52:54,32.792,-115.563,89.58,14,0,6.91
439,Victoria,HK,2022-05-03 02:49:24,22.2855,114.1577,77.25,57,81,7.0
440,Pore,CO,2022-05-03 02:52:55,5.7272,-71.9947,74.26,74,57,4.99
441,Esfarayen,IR,2022-05-03 02:52:56,37.0765,57.5101,49.66,80,100,6.96
442,Panguna,PG,2022-05-03 02:52:56,-6.3164,155.4848,78.01,78,100,1.97
443,Robertson,US,2022-05-03 02:51:24,36.5167,-86.8667,68.9,97,75,1.01
444,Nikolskoye,RU,2022-05-03 02:52:57,59.7035,30.7861,43.92,79,100,10.69
445,Puerto Madero,MX,2022-05-03 02:52:58,14.7208,-92.4215,83.7,74,5,6.93
446,Bissau,GW,2022-05-03 02:52:58,11.8636,-15.5977,74.68,62,26,3.74
447,Ishigaki,JP,2022-05-03 02:52:59,24.3448,124.1572,73.53,78,75,18.41
448,Caravelas,BR,2022-05-03 02:52:59,-17.7125,-39.2481,73.27,84,0,4.99
449,Gwanda,ZW,2022-05-03 02:53:00,-20.9333,29.0,52.99,89,0,3.11
450,Guhagar,IN,2022-05-03 02:53:00,17.4842,73.1929,85.86,68,6,4.23
451,Roma,US,2022-05-03 02:53:01,43.2128,-75.4557,51.94,97,100,0.0
452,Tommot,RU,2022-05-03 02:53:01,58.9564,126.2925,33.46,53,100,3.47
453,Gravelbourg,CA,2022-05-03 02:53:02,49.8834,-106.5512,55.67,45,79,13.82
454,Basco,PH,2022-05-03 02:53:03,20.4487,121.9702,76.89,89,100,18.16
455,Pochutla,MX,2022-05-03 02:53:03,15.7432,-96.4661,82.81,62,100,4.38
456,Kargil,IN,2022-05-03 02:53:04,34.5667,76.1,48.07,47,51,2.64
457,Baoqing,CN,2022-05-03 02:53:04,46.3317,132.2111,54.91,52,100,7.54
458,Minas,UY,2022-05-03 02:53:05,-34.3759,-55.2377,52.09,76,100,4.5
459,Tiarei,PF,2022-05-03 02:53:05,-17.5333,-149.3333,82.42,74,99,6.4
460,Panacan,PH,2022-05-03 02:53:06,9.2463,118.4082,86.27,67,74,6.2
461,Kahului,US,2022-05-03 02:53:07,20.8947,-156.47,77.02,79,40,25.32
462,Dwarka,IN,2022-05-03 02:54:07,22.2394,68.9678,83.68,79,3,16.46
463,Warrington,GB,2022-05-03 02:54:08,53.3925,-2.5802,51.91,87,100,11.5
464,Daru,PG,2022-05-03 02:54:08,-9.0763,143.2092,84.88,69,66,12.39
465,Guadalupe Y Calvo,MX,2022-05-03 02:54:09,26.1,-106.9667,49.44,28,13,3.65
466,Bac Lieu,VN,2022-05-03 02:54:10,9.285,105.7244,85.42,66,100,12.24
467,Ciudad Bolivar,VE,2022-05-03 02:54:10,8.1222,-63.5497,82.83,59,63,13.47
468,Craig,US,2022-05-03 02:54:11,40.5153,-107.5464,49.62,76,90,8.37
469,High Prairie,CA,2022-05-03 02:54:11,55.4334,-116.4858,39.36,83,100,7.85
470,Katangli,RU,2022-05-03 02:54:12,51.7102,143.2326,32.61,98,100,11.86
471,Dauriya,RU,2022-05-03 02:54:13,49.9333,116.8667,63.99,30,98,16.24
472,Berlevag,NO,2022-05-03 02:54:13,70.8578,29.0864,26.4,69,100,16.13
473,Ahipara,NZ,2022-05-03 02:54:14,-35.1667,173.1667,68.11,63,100,6.15
474,Vanavara,RU,2022-05-03 02:54:14,60.34,102.2797,34.56,98,100,7.72
475,Saldanha,ZA,2022-05-03 02:54:15,-33.0117,17.9442,57.25,95,23,14.63
476,Mana,GF,2022-05-03 02:54:15,5.6592,-53.7767,76.59,93,100,5.84
477,Sioux Lookout,CA,2022-05-03 02:54:16,50.1001,-91.917,33.87,86,100,10.36
478,Chapleau,CA,2022-05-03 02:54:17,47.8405,-83.4034,37.04,97,100,7.72
479,Zainsk,RU,2022-05-03 02:54:17,55.3195,52.0694,43.79,65,4,7.56
480,Santiago,CL,2022-05-03 02:50:05,-33.4569,-70.6483,64.17,46,0,6.91
481,Opuwo,NA,2022-05-03 02:54:18,-18.0607,13.84,65.25,39,9,8.63
482,San Andres,CO,2022-05-03 02:54:19,12.5847,-81.7006,82.42,89,40,2.3
483,Bathsheba,BB,2022-05-03 02:54:19,13.2167,-59.5167,79.41,83,20,18.41
484,Korla,CN,2022-05-03 02:54:20,41.7597,86.1469,71.49,14,0,8.39
485,Shimoda,JP,2022-05-03 02:54:20,34.6667,138.95,62.96,61,33,5.26
486,Ancud,CL,2022-05-03 02:54:21,-41.8697,-73.8203,50.47,90,100,6.82
487,Yar-Sale,RU,2022-05-03 02:54:22,66.8333,70.8333,16.68,84,58,7.2
488,Araxa,BR,2022-05-03 02:54:22,-19.5933,-46.9406,67.96,60,0,8.05
489,Rameswaram,IN,2022-05-03 02:54:23,9.2833,79.3,86.72,76,80,9.13
490,Panama City,PA,2022-05-03 02:52:00,8.9936,-79.5197,80.55,88,40,10.36
491,Natchez,US,2022-05-03 02:54:23,31.5604,-91.4032,74.64,78,0,6.91
492,Menongue,AO,2022-05-03 02:54:24,-14.6585,17.691,53.69,80,8,3.69
493,Boyolangu,ID,2022-05-03 02:54:24,-8.1181,111.8935,84.85,72,36,5.08
494,Jamame,SO,2022-05-03 02:54:25,0.0722,42.7506,76.78,90,100,6.22
495,Zhigansk,RU,2022-05-03 02:54:25,66.7697,123.3711,25.34,70,2,10.0
496,San Quintin,MX,2022-05-03 02:53:54,30.4833,-115.95,58.44,82,36,8.25
497,Lagos,NG,2022-05-03 02:50:49,6.5833,3.75,77.32,91,100,3.15
498,Ano Mera,GR,2022-05-03 02:54:27,37.45,25.4,60.66,85,53,22.95
499,Plettenberg Bay,ZA,2022-05-03 02:51:05,-34.0527,23.3716,66.52,46,99,4.99
500,Manaquiri,BR,2022-05-03 02:54:27,-3.3167,-60.35,77.45,98,69,2.08
501,Nishihara,JP,2022-05-03 02:54:28,26.1842,127.7558,73.06,62,75,17.27
502,Lazaro Cardenas,MX,2022-05-03 02:53:14,17.9583,-102.2,76.77,63,89,3.42
503,Qinzhou,CN,2022-05-03 02:54:28,21.95,108.6167,76.33,43,14,10.69
504,Palafrugell,ES,2022-05-03 02:54:29,41.9174,3.1631,55.35,55,92,2.13
505,Goundam,ML,2022-05-03 02:54:24,16.4145,-3.6708,80.51,14,10,10.18
506,Dillon,US,2022-05-03 02:54:30,34.4166,-79.3712,75.45,79,79,9.04
507,Karratha,AU,2022-05-03 02:55:30,-20.7377,116.8463,88.12,38,0,13.33
508,Poya,NC,2022-05-03 02:55:31,-21.35,165.15,81.07,73,40,6.38
509,Havelock,US,2022-05-03 02:55:31,34.8791,-76.9013,71.94,90,75,16.11
510,Necochea,AR,2022-05-03 02:55:32,-38.5473,-58.7368,45.3,76,8,8.68
511,Carrboro,US,2022-05-03 02:55:32,35.9101,-79.0753,70.97,90,80,3.58
512,Songjianghe,CN,2022-05-03 02:55:33,42.1859,127.479,59.14,35,79,13.13
513,Makakilo City,US,2022-05-03 02:55:33,21.3469,-158.0858,77.32,70,100,11.5
514,Lincoln,US,2022-05-03 02:53:51,40.8,-96.667,41.54,95,100,11.01
515,Ratnagiri,IN,2022-05-03 02:55:34,16.9833,73.3,85.23,70,7,6.35
516,Hobyo,SO,2022-05-03 02:55:34,5.3505,48.5268,83.61,70,78,14.67
517,Santa Marta,CO,2022-05-03 02:55:35,11.2408,-74.199,86.05,71,75,10.36
518,Leczyca,PL,2022-05-03 02:55:36,52.0596,19.1997,50.14,69,68,3.53
519,Venice,US,2022-05-03 02:55:36,27.0998,-82.4543,78.01,81,100,1.99
520,Maceio,BR,2022-05-03 02:55:37,-9.6658,-35.7353,74.64,94,75,2.3
521,Havre-Saint-Pierre,CA,2022-05-03 02:55:37,50.2334,-63.5986,35.6,69,0,11.5
522,Mezen,RU,2022-05-03 02:55:38,65.8522,44.24,34.92,98,100,10.8
523,Impfondo,CG,2022-05-03 02:55:38,1.6381,18.0667,70.41,97,100,1.32
524,Poronaysk,RU,2022-05-03 02:55:39,49.2167,143.1167,33.39,100,100,11.21
525,Araouane,ML,2022-05-03 02:55:39,18.9048,-3.5265,75.36,15,0,7.14
526,Killybegs,IE,2022-05-03 02:55:40,54.6333,-8.45,49.17,87,100,2.42
527,Mehran,IR,2022-05-03 02:55:40,33.1222,46.1646,74.7,39,93,4.12
528,Spruce Grove,CA,2022-05-03 02:55:41,53.5334,-113.9187,55.51,70,40,13.8
529,Otradnoye,RU,2022-05-03 02:55:41,59.7775,30.8181,45.03,79,98,11.01
530,Kavali,IN,2022-05-03 02:55:42,14.9167,79.9833,91.22,58,84,8.34
531,Naivasha,KE,2022-05-03 02:55:42,-0.7167,36.4359,60.1,94,91,2.98
532,San Luis,AR,2022-05-03 02:55:43,-33.295,-66.3356,48.27,60,0,7.58
533,Aykhal,RU,2022-05-03 02:55:43,66.0,111.5,29.08,92,100,7.99
534,Ucluelet,CA,2022-05-03 02:54:31,48.9329,-125.5528,52.09,84,61,1.99
535,Shenjiamen,CN,2022-05-03 02:55:44,29.9576,122.298,64.0,64,97,3.02
536,Banepa,NP,2022-05-03 02:55:45,27.6298,85.5214,66.52,77,20,2.3
537,Quatre Cocos,MU,2022-05-03 02:55:45,-20.2078,57.7625,74.08,85,17,9.73
538,Priyutnoye,RU,2022-05-03 02:55:46,46.1011,43.5072,43.83,92,100,6.44
539,Adiake,CI,2022-05-03 02:55:46,5.2863,-3.304,78.93,82,99,4.76
540,Atlantic City,US,2022-05-03 02:55:47,39.3643,-74.4229,57.02,90,51,8.75
541,Predivinsk,RU,2022-05-03 02:55:47,57.0669,93.4378,42.26,65,85,12.53
542,Key Biscayne,US,2022-05-03 02:55:48,25.6937,-80.1628,78.04,79,23,4.0
543,Fairbanks,US,2022-05-03 02:55:49,64.8378,-147.7164,53.98,29,0,10.36
544,Olecko,PL,2022-05-03 02:55:49,54.0337,22.507,38.77,86,39,5.26
545,Copiapo,CL,2022-05-03 02:55:50,-27.3667,-70.3333,53.29,57,0,1.14
546,Louis Trichardt,ZA,2022-05-03 02:55:50,-23.0439,29.9032,51.15,87,0,2.89
547,Batsfjord,NO,2022-05-03 02:55:51,70.6345,29.7185,26.38,93,100,20.71
548,Asau,RO,2022-05-03 02:55:51,46.4333,26.4,46.96,78,100,3.94
549,Zinder,NE,2022-05-03 02:55:52,13.8072,8.9881,82.99,14,17,7.54
550,Maxixe,MZ,2022-05-03 02:55:52,-23.8597,35.3472,66.88,92,41,5.79
551,Turukhansk,RU,2022-05-03 02:55:53,65.8167,87.9833,31.26,88,100,8.77
552,Ndjole,GA,2022-05-03 02:55:53,-0.1783,10.7649,73.96,99,92,0.69
553,Tieling,CN,2022-05-03 02:55:54,42.2931,123.8414,74.17,27,10,19.8
554,Bandarbeyla,SO,2022-05-03 02:56:54,9.4942,50.8122,82.54,79,62,9.53
555,Chazuta,PE,2022-05-03 02:56:55,-6.5742,-76.1367,77.85,87,60,0.67
556,Botevgrad,BG,2022-05-03 02:56:55,42.9,23.7833,48.38,79,100,3.67
557,Nador,MA,2022-05-03 02:56:56,35.174,-2.9287,61.05,82,0,6.91
558,Taoudenni,ML,2022-05-03 02:56:56,22.6783,-3.9836,79.56,17,8,8.68
559,Kigonsera,TZ,2022-05-03 02:56:57,-10.8,35.05,53.15,93,5,2.98
560,Tamboril,DO,2022-05-03 02:56:57,19.4854,-70.611,74.17,88,75,6.91
561,Kano,NG,2022-05-03 02:55:30,12.0001,8.5167,84.09,54,0,12.66
562,Kalevala,RU,2022-05-03 02:56:58,65.2,31.1667,30.09,94,97,8.32
563,Champerico,GT,2022-05-03 02:56:58,14.3,-91.9167,84.06,74,2,8.32
564,Lisakovsk,KZ,2022-05-03 02:56:59,52.5369,62.4936,45.21,33,18,2.01
565,Torreon,MX,2022-05-03 02:56:42,25.55,-103.4333,80.58,6,54,4.74
566,Thiruvananthapuram,IN,2022-05-03 02:57:00,8.4833,76.9167,85.98,74,20,8.05
567,Burnie,AU,2022-05-03 02:57:00,-41.0667,145.9167,63.91,78,99,16.28
568,Blagoyevo,RU,2022-05-03 02:57:01,63.3667,47.9167,37.65,95,100,11.61
